type,part,expr
wave_16,combined_mode_wave,(8.758e-4)*sin(15*pi*x)*cos(0.378*pi*t*15)
wave_16,combined_mode_wave,(1.036e-4)*sin(16*pi*x)*cos(0.378*pi*t*16)
wave_16,combined_mode_wave,(1.297e-1)*sin(1*pi*x)*cos(0.243*pi*t*1)
wave_16,combined_mode_wave,(-7.801e-3)*sin(2*pi*x)*cos(0.243*pi*t*2)
wave_16,combined_mode_wave,(5.459e-4)*sin(3*pi*x)*cos(0.243*pi*t*3)
wave_16,combined_mode_wave,(-3.597e-4)*sin(4*pi*x)*cos(0.243*pi*t*4)
wave_16,combined_mode_wave,(3.155e-4)*sin(5*pi*x)*cos(0.243*pi*t*5)
wave_16,combined_mode_wave,(2.122e-4)*sin(6*pi*x)*cos(0.243*pi*t*6)
wave_16,combined_mode_wave,(-1.753e-4)*sin(7*pi*x)*cos(0.243*pi*t*7)
wave_16,combined_mode_wave,(1.672e-4)*sin(8*pi*x)*cos(0.243*pi*t*8)
wave_16,combined_mode_wave,(1.182e-4)*sin(9*pi*x)*cos(0.243*pi*t*9)
wave_16,combined_mode_wave,(-1.405e-4)*sin(10*pi*x)*cos(0.243*pi*t*10)
wave_16,combined_mode_wave,(1.309e-4)*sin(11*pi*x)*cos(0.243*pi*t*11)
wave_16,combined_mode_wave,(1.365e-4)*sin(12*pi*x)*cos(0.243*pi*t*12)
wave_16,combined_mode_wave,(-7.662e-4)*sin(13*pi*x)*cos(0.243*pi*t*13)
wave_16,combined_mode_wave,(8.359e-4)*sin(14*pi*x)*cos(0.243*pi*t*14)
wave_16,combined_mode_wave,(-1.121e-4)*sin(15*pi*x)*cos(0.243*pi*t*15)
wave_16,combined_mode_wave,(6.901e-4)*sin(16*pi*x)*cos(0.243*pi*t*16)
wave_16,combined_mode_wave,(1.205e-1)*sin(1*pi*x)*cos(0.67*pi*t*1)
wave_16,combined_mode_wave,(6.412e-3)*sin(2*pi*x)*cos(0.67*pi*t*2)
wave_16,combined_mode_wave,(-4.014e-4)*sin(3*pi*x)*cos(0.67*pi*t*3)
wave_16,combined_mode_wave,(3.031e-4)*sin(4*pi*x)*cos(0.67*pi*t*4)
wave_16,combined_mode_wave,(2.529e-4)*sin(5*pi*x)*cos(0.67*pi*t*5)
wave_16,combined_mode_wave,(-2.118e-4)*sin(6*pi*x)*cos(0.67*pi*t*6)
wave_16,combined_mode_wave,(-2.235e-4)*sin(7*pi*x)*cos(0.67*pi*t*7)
wave_16,combined_mode_wave,(-1.305e-4)*sin(8*pi*x)*cos(0.67*pi*t*8)
wave_16,combined_mode_wave,(-1.156e-4)*sin(9*pi*x)*cos(0.67*pi*t*9)
wave_16,combined_mode_wave,(-1.037e-4)*sin(10*pi*x)*cos(0.67*pi*t*10)
wave_16,combined_mode_wave,(1.121e-4)*sin(11*pi*x)*cos(0.67*pi*t*11)
wave_16,combined_mode_wave,(-1.454e-4)*sin(12*pi*x)*cos(0.67*pi*t*12)
wave_16,combined_mode_wave,(1.299e-4)*sin(13*pi*x)*cos(0.67*pi*t*13)
wave_16,combined_mode_wave,(-8.493e-4)*sin(14*pi*x)*cos(0.67*pi*t*14)
wave_16,combined_mode_wave,(1.018e-4)*sin(15*pi*x)*cos(0.67*pi*t*15)
wave_16,combined_mode_wave,(-7.693e-4)*sin(16*pi*x)*cos(0.67*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(1.498e-1)
wave_16,sine_part,sin(2*pi*x)*(8.734e-3)
wave_16,sine_part,sin(3*pi*x)*(3.801e-4)
wave_16,sine_part,sin(4*pi*x)*(-3.488e-4)
wave_16,sine_part,sin(5*pi*x)*(3.073e-4)
wave_16,sine_part,sin(6*pi*x)*(-1.856e-4)
wave_16,sine_part,sin(7*pi*x)*(2.106e-4)
wave_16,sine_part,sin(8*pi*x)*(-1.356e-4)
wave_16,sine_part,sin(10*pi*x)*(1.017e-4)
wave_16,sine_part,sin(11*pi*x)*(1.011e-4)
wave_16,sine_part,sin(12*pi*x)*(1.454e-4)
wave_16,sine_part,sin(13*pi*x)*(-7.994e-4)
wave_16,sine_part,sin(14*pi*x)*(1.219e-4)
wave_16,sine_part,sin(15*pi*x)*(-7.549e-4)
wave_16,sine_part,sin(16*pi*x)*(7.138e-4)
wave_16,combined_mode_wave,(-1.518e-1)*sin(1*pi*x)*cos(0.369*pi*t*1)
wave_16,combined_mode_wave,(-5.308e-3)*sin(2*pi*x)*cos(0.369*pi*t*2)
wave_16,combined_mode_wave,(-3.828e-4)*sin(3*pi*x)*cos(0.369*pi*t*3)
wave_16,combined_mode_wave,(-2.729e-4)*sin(4*pi*x)*cos(0.369*pi*t*4)
wave_16,combined_mode_wave,(-2.627e-4)*sin(5*pi*x)*cos(0.369*pi*t*5)
wave_16,combined_mode_wave,(-1.905e-4)*sin(6*pi*x)*cos(0.369*pi*t*6)
wave_16,combined_mode_wave,(-1.881e-4)*sin(7*pi*x)*cos(0.369*pi*t*7)
wave_16,combined_mode_wave,(-1.315e-4)*sin(8*pi*x)*cos(0.369*pi*t*8)
wave_16,combined_mode_wave,(1.526e-4)*sin(9*pi*x)*cos(0.369*pi*t*9)
wave_16,combined_mode_wave,(1.298e-4)*sin(10*pi*x)*cos(0.369*pi*t*10)
wave_16,combined_mode_wave,(-1.343e-4)*sin(11*pi*x)*cos(0.369*pi*t*11)
wave_16,combined_mode_wave,(-1.04e-4)*sin(12*pi*x)*cos(0.369*pi*t*12)
wave_16,combined_mode_wave,(-9.835e-4)*sin(13*pi*x)*cos(0.369*pi*t*13)
wave_16,combined_mode_wave,(-9.292e-4)*sin(14*pi*x)*cos(0.369*pi*t*14)
wave_16,combined_mode_wave,(8.682e-4)*sin(15*pi*x)*cos(0.369*pi*t*15)
wave_16,combined_mode_wave,(6.773e-4)*sin(16*pi*x)*cos(0.369*pi*t*16)
wave_16,combined_mode_wave,(-1.74e-1)*sin(1*pi*x)*cos(0.423*pi*t*1)
wave_16,combined_mode_wave,(-8.354e-3)*sin(2*pi*x)*cos(0.423*pi*t*2)
wave_16,combined_mode_wave,(4.678e-4)*sin(3*pi*x)*cos(0.423*pi*t*3)
wave_16,combined_mode_wave,(3.208e-4)*sin(4*pi*x)*cos(0.423*pi*t*4)
wave_16,combined_mode_wave,(-3.41e-4)*sin(5*pi*x)*cos(0.423*pi*t*5)
wave_16,combined_mode_wave,(2.115e-4)*sin(6*pi*x)*cos(0.423*pi*t*6)
wave_16,combined_mode_wave,(1.992e-4)*sin(7*pi*x)*cos(0.423*pi*t*7)
wave_16,combined_mode_wave,(1.955e-4)*sin(8*pi*x)*cos(0.423*pi*t*8)
wave_16,combined_mode_wave,(1.392e-4)*sin(9*pi*x)*cos(0.423*pi*t*9)
wave_16,combined_mode_wave,(1.158e-4)*sin(10*pi*x)*cos(0.423*pi*t*10)
wave_16,combined_mode_wave,(-1.305e-4)*sin(11*pi*x)*cos(0.423*pi*t*11)
wave_16,combined_mode_wave,(-1.137e-4)*sin(12*pi*x)*cos(0.423*pi*t*12)
wave_16,combined_mode_wave,(1.183e-4)*sin(13*pi*x)*cos(0.423*pi*t*13)
wave_16,combined_mode_wave,(1.204e-4)*sin(14*pi*x)*cos(0.423*pi*t*14)
wave_16,combined_mode_wave,(7.109e-4)*sin(15*pi*x)*cos(0.423*pi*t*15)
wave_16,combined_mode_wave,(-8.194e-4)*sin(16*pi*x)*cos(0.423*pi*t*16)
wave_16,combined_mode_wave,(1.356e-1)*sin(1*pi*x)*cos(0.258*pi*t*1)
wave_16,combined_mode_wave,(6.34e-3)*sin(2*pi*x)*cos(0.258*pi*t*2)
wave_16,combined_mode_wave,(-5.73e-4)*sin(3*pi*x)*cos(0.258*pi*t*3)
wave_16,combined_mode_wave,(4.194e-4)*sin(4*pi*x)*cos(0.258*pi*t*4)
wave_16,combined_mode_wave,(-2.552e-4)*sin(5*pi*x)*cos(0.258*pi*t*5)
wave_16,combined_mode_wave,(-2.48e-4)*sin(6*pi*x)*cos(0.258*pi*t*6)
wave_16,combined_mode_wave,(-1.817e-4)*sin(7*pi*x)*cos(0.258*pi*t*7)
wave_16,combined_mode_wave,(1.497e-4)*sin(8*pi*x)*cos(0.258*pi*t*8)
wave_16,combined_mode_wave,(1.357e-4)*sin(9*pi*x)*cos(0.258*pi*t*9)
wave_16,combined_mode_wave,(1.343e-4)*sin(10*pi*x)*cos(0.258*pi*t*10)
wave_16,combined_mode_wave,(-1.379e-4)*sin(11*pi*x)*cos(0.258*pi*t*11)
wave_16,combined_mode_wave,(-9.517e-4)*sin(12*pi*x)*cos(0.258*pi*t*12)
wave_16,combined_mode_wave,(9.456e-4)*sin(13*pi*x)*cos(0.258*pi*t*13)
wave_16,combined_mode_wave,(-7.152e-4)*sin(14*pi*x)*cos(0.258*pi*t*14)
wave_16,combined_mode_wave,(9.925e-4)*sin(15*pi*x)*cos(0.258*pi*t*15)
wave_16,combined_mode_wave,(9.992e-4)*sin(16*pi*x)*cos(0.258*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(1.319e-1)
wave_16,sine_part,sin(2*pi*x)*(7.751e-3)
wave_16,sine_part,sin(3*pi*x)*(4.875e-4)
wave_16,sine_part,sin(4*pi*x)*(-4.247e-4)
wave_16,sine_part,sin(5*pi*x)*(2.99e-4)
wave_16,sine_part,sin(6*pi*x)*(-2.811e-4)
wave_16,sine_part,sin(7*pi*x)*(1.815e-4)
wave_16,sine_part,sin(9*pi*x)*(1.791e-4)
wave_16,sine_part,sin(10*pi*x)*(-1.503e-4)
wave_16,sine_part,sin(11*pi*x)*(-1.46e-4)
wave_16,sine_part,sin(12*pi*x)*(-1.111e-4)
wave_16,sine_part,sin(13*pi*x)*(-8.915e-4)
wave_16,sine_part,sin(14*pi*x)*(-1.193e-4)
wave_16,sine_part,sin(15*pi*x)*(8.893e-4)
wave_16,sine_part,sin(16*pi*x)*(6.59e-4)
wave_16,combined_mode_wave,(-1.592e-1)*sin(1*pi*x)*cos(0.14*pi*t*1)
wave_16,combined_mode_wave,(-7.909e-3)*sin(2*pi*x)*cos(0.14*pi*t*2)
wave_16,combined_mode_wave,(4e-4)*sin(3*pi*x)*cos(0.14*pi*t*3)
wave_16,combined_mode_wave,(-3.766e-4)*sin(4*pi*x)*cos(0.14*pi*t*4)
wave_16,combined_mode_wave,(-2.509e-4)*sin(5*pi*x)*cos(0.14*pi*t*5)
wave_16,combined_mode_wave,(2.427e-4)*sin(6*pi*x)*cos(0.14*pi*t*6)
wave_16,combined_mode_wave,(2.296e-4)*sin(7*pi*x)*cos(0.14*pi*t*7)
wave_16,combined_mode_wave,(-1.798e-4)*sin(8*pi*x)*cos(0.14*pi*t*8)
wave_16,combined_mode_wave,(1.054e-4)*sin(10*pi*x)*cos(0.14*pi*t*10)
wave_16,combined_mode_wave,(-1.487e-4)*sin(11*pi*x)*cos(0.14*pi*t*11)
wave_16,combined_mode_wave,(-1.261e-4)*sin(12*pi*x)*cos(0.14*pi*t*12)
wave_16,combined_mode_wave,(1.034e-4)*sin(13*pi*x)*cos(0.14*pi*t*13)
wave_16,combined_mode_wave,(-8.891e-4)*sin(14*pi*x)*cos(0.14*pi*t*14)
wave_16,combined_mode_wave,(6.884e-4)*sin(15*pi*x)*cos(0.14*pi*t*15)
wave_16,combined_mode_wave,(8.124e-4)*sin(16*pi*x)*cos(0.14*pi*t*16)
wave_16,combined_mode_wave,(-1.439e-1)*sin(1*pi*x)*cos(0.136*pi*t*1)
wave_16,combined_mode_wave,(-8.695e-3)*sin(2*pi*x)*cos(0.136*pi*t*2)
wave_16,combined_mode_wave,(-4.261e-4)*sin(3*pi*x)*cos(0.136*pi*t*3)
wave_16,combined_mode_wave,(4.188e-4)*sin(4*pi*x)*cos(0.136*pi*t*4)
wave_16,combined_mode_wave,(-3.04e-4)*sin(5*pi*x)*cos(0.136*pi*t*5)
wave_16,combined_mode_wave,(-2.655e-4)*sin(6*pi*x)*cos(0.136*pi*t*6)
wave_16,combined_mode_wave,(1.874e-4)*sin(7*pi*x)*cos(0.136*pi*t*7)
wave_16,combined_mode_wave,(-1.789e-4)*sin(8*pi*x)*cos(0.136*pi*t*8)
wave_16,combined_mode_wave,(-1.702e-4)*sin(9*pi*x)*cos(0.136*pi*t*9)
wave_16,combined_mode_wave,(1.741e-4)*sin(10*pi*x)*cos(0.136*pi*t*10)
wave_16,combined_mode_wave,(1.033e-4)*sin(11*pi*x)*cos(0.136*pi*t*11)
wave_16,combined_mode_wave,(-1.208e-4)*sin(12*pi*x)*cos(0.136*pi*t*12)
wave_16,combined_mode_wave,(-1.114e-4)*sin(13*pi*x)*cos(0.136*pi*t*13)
wave_16,combined_mode_wave,(-9.697e-4)*sin(14*pi*x)*cos(0.136*pi*t*14)
wave_16,combined_mode_wave,(-8.912e-4)*sin(15*pi*x)*cos(0.136*pi*t*15)
wave_16,combined_mode_wave,(9.815e-4)*sin(16*pi*x)*cos(0.136*pi*t*16)
wave_16,combined_mode_wave,(-1.486e-1)*sin(1*pi*x)*cos(0.134*pi*t*1)
wave_16,combined_mode_wave,(-5.377e-3)*sin(2*pi*x)*cos(0.134*pi*t*2)
wave_16,combined_mode_wave,(4.442e-4)*sin(3*pi*x)*cos(0.134*pi*t*3)
wave_16,combined_mode_wave,(-3.618e-4)*sin(4*pi*x)*cos(0.134*pi*t*4)
wave_16,combined_mode_wave,(-2.613e-4)*sin(5*pi*x)*cos(0.134*pi*t*5)
wave_16,combined_mode_wave,(2.544e-4)*sin(6*pi*x)*cos(0.134*pi*t*6)
wave_16,combined_mode_wave,(-1.649e-4)*sin(7*pi*x)*cos(0.134*pi*t*7)
wave_16,combined_mode_wave,(1.524e-4)*sin(8*pi*x)*cos(0.134*pi*t*8)
wave_16,combined_mode_wave,(1.666e-4)*sin(9*pi*x)*cos(0.134*pi*t*9)
wave_16,combined_mode_wave,(-1.623e-4)*sin(10*pi*x)*cos(0.134*pi*t*10)
wave_16,combined_mode_wave,(1.186e-4)*sin(11*pi*x)*cos(0.134*pi*t*11)
wave_16,combined_mode_wave,(-1.376e-4)*sin(12*pi*x)*cos(0.134*pi*t*12)
wave_16,combined_mode_wave,(1.169e-4)*sin(13*pi*x)*cos(0.134*pi*t*13)
wave_16,combined_mode_wave,(8.779e-4)*sin(14*pi*x)*cos(0.134*pi*t*14)
wave_16,combined_mode_wave,(-7.964e-4)*sin(15*pi*x)*cos(0.134*pi*t*15)
wave_16,combined_mode_wave,(1.104e-4)*sin(16*pi*x)*cos(0.134*pi*t*16)
wave_16,combined_mode_wave,(-1.403e-1)*sin(1*pi*x)*cos(0.142*pi*t*1)
wave_16,combined_mode_wave,(-8.097e-3)*sin(2*pi*x)*cos(0.142*pi*t*2)
wave_16,combined_mode_wave,(-5.347e-4)*sin(3*pi*x)*cos(0.142*pi*t*3)
wave_16,combined_mode_wave,(4.002e-4)*sin(4*pi*x)*cos(0.142*pi*t*4)
wave_16,combined_mode_wave,(3.143e-4)*sin(5*pi*x)*cos(0.142*pi*t*5)
wave_16,combined_mode_wave,(-2.741e-4)*sin(6*pi*x)*cos(0.142*pi*t*6)
wave_16,combined_mode_wave,(-1.571e-4)*sin(7*pi*x)*cos(0.142*pi*t*7)
wave_16,combined_mode_wave,(-1.257e-4)*sin(8*pi*x)*cos(0.142*pi*t*8)
wave_16,combined_mode_wave,(-1.188e-4)*sin(9*pi*x)*cos(0.142*pi*t*9)
wave_16,combined_mode_wave,(-1.046e-4)*sin(10*pi*x)*cos(0.142*pi*t*10)
wave_16,combined_mode_wave,(1.083e-4)*sin(11*pi*x)*cos(0.142*pi*t*11)
wave_16,combined_mode_wave,(9.68e-4)*sin(12*pi*x)*cos(0.142*pi*t*12)
wave_16,combined_mode_wave,(-8.1e-4)*sin(13*pi*x)*cos(0.142*pi*t*13)
wave_16,combined_mode_wave,(7.361e-4)*sin(14*pi*x)*cos(0.142*pi*t*14)
wave_16,combined_mode_wave,(8.782e-4)*sin(15*pi*x)*cos(0.142*pi*t*15)
wave_16,combined_mode_wave,(-8.497e-4)*sin(16*pi*x)*cos(0.142*pi*t*16)
wave_16,combined_mode_wave,(-1.045e-1)*sin(1*pi*x)*cos(0.309*pi*t*1)
wave_16,combined_mode_wave,(-5.965e-3)*sin(2*pi*x)*cos(0.309*pi*t*2)
wave_16,combined_mode_wave,(3.329e-4)*sin(3*pi*x)*cos(0.309*pi*t*3)
wave_16,combined_mode_wave,(-4.352e-4)*sin(4*pi*x)*cos(0.309*pi*t*4)
wave_16,combined_mode_wave,(2.095e-4)*sin(5*pi*x)*cos(0.309*pi*t*5)
wave_16,combined_mode_wave,(2.904e-4)*sin(6*pi*x)*cos(0.309*pi*t*6)
wave_16,combined_mode_wave,(1.633e-4)*sin(7*pi*x)*cos(0.309*pi*t*7)
wave_16,combined_mode_wave,(-1.84e-4)*sin(8*pi*x)*cos(0.309*pi*t*8)
wave_16,combined_mode_wave,(1.646e-4)*sin(9*pi*x)*cos(0.309*pi*t*9)
wave_16,combined_mode_wave,(-1.732e-4)*sin(10*pi*x)*cos(0.309*pi*t*10)
wave_16,combined_mode_wave,(-1.559e-4)*sin(11*pi*x)*cos(0.309*pi*t*11)
wave_16,combined_mode_wave,(8.462e-4)*sin(12*pi*x)*cos(0.309*pi*t*12)
wave_16,combined_mode_wave,(1.252e-4)*sin(13*pi*x)*cos(0.309*pi*t*13)
wave_16,combined_mode_wave,(1.073e-4)*sin(14*pi*x)*cos(0.309*pi*t*14)
wave_16,combined_mode_wave,(-1.169e-4)*sin(15*pi*x)*cos(0.309*pi*t*15)
wave_16,combined_mode_wave,(9.693e-4)*sin(16*pi*x)*cos(0.309*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(1.469e-1)
wave_16,cosine_part,cos(0.504*pi*t*1)
wave_16,sine_part,sin(2*pi*x)*(8.316e-3)
wave_16,cosine_part,cos(0.504*pi*t*2)
wave_16,sine_part,sin(3*pi*x)*(-5.618e-4)
wave_16,cosine_part,cos(0.504*pi*t*3)
wave_16,sine_part,sin(4*pi*x)*(3.991e-4)
wave_16,cosine_part,cos(0.504*pi*t*4)
wave_16,sine_part,sin(5*pi*x)*(-2.983e-4)
wave_16,cosine_part,cos(0.504*pi*t*5)
wave_16,sine_part,sin(6*pi*x)*(1.662e-4)
wave_16,cosine_part,cos(0.504*pi*t*6)
wave_16,sine_part,sin(7*pi*x)*(-2.13e-4)
wave_16,cosine_part,cos(0.504*pi*t*7)
wave_16,sine_part,sin(8*pi*x)*(1.831e-4)
wave_16,cosine_part,cos(0.504*pi*t*8)
wave_16,sine_part,sin(9*pi*x)*(-1.131e-4)
wave_16,cosine_part,cos(0.504*pi*t*9)
wave_16,sine_part,sin(10*pi*x)*(-1.094e-4)
wave_16,cosine_part,cos(0.504*pi*t*10)
wave_16,sine_part,sin(11*pi*x)*(1.423e-4)
wave_16,cosine_part,cos(0.504*pi*t*11)
wave_16,sine_part,sin(12*pi*x)*(-1.146e-4)
wave_16,cosine_part,cos(0.504*pi*t*12)
wave_16,sine_part,sin(13*pi*x)*(-1.248e-4)
wave_16,cosine_part,cos(0.504*pi*t*13)
wave_16,sine_part,sin(14*pi*x)*(1.086e-4)
wave_16,cosine_part,cos(0.504*pi*t*14)
wave_16,sine_part,sin(15*pi*x)*(-1.075e-4)
wave_16,cosine_part,cos(0.504*pi*t*15)
wave_16,sine_part,sin(16*pi*x)*(-8.387e-4)
wave_16,cosine_part,cos(0.504*pi*t*16)
wave_16,sine_part,sin(1*pi*x)*(1.211e-1)
wave_16,cosine_part,cos(0.158*pi*t*1)
wave_16,sine_part,sin(2*pi*x)*(-6.815e-3)
wave_16,cosine_part,cos(0.158*pi*t*2)
wave_16,sine_part,sin(3*pi*x)*(5.346e-4)
wave_16,cosine_part,cos(0.158*pi*t*3)
wave_16,sine_part,sin(4*pi*x)*(3.352e-4)
wave_16,cosine_part,cos(0.158*pi*t*4)
wave_16,sine_part,sin(5*pi*x)*(-2.639e-4)
wave_16,cosine_part,cos(0.158*pi*t*5)
wave_16,sine_part,sin(6*pi*x)*(-1.676e-4)
wave_16,cosine_part,cos(0.158*pi*t*6)
wave_16,sine_part,sin(7*pi*x)*(1.847e-4)
wave_16,cosine_part,cos(0.158*pi*t*7)
wave_16,sine_part,sin(8*pi*x)*(2.077e-4)
wave_16,cosine_part,cos(0.158*pi*t*8)
wave_16,sine_part,sin(9*pi*x)*(1.443e-4)
wave_16,cosine_part,cos(0.158*pi*t*9)
wave_16,sine_part,sin(10*pi*x)*(1.438e-4)
wave_16,cosine_part,cos(0.158*pi*t*10)
wave_16,sine_part,sin(11*pi*x)*(-1.429e-4)
wave_16,cosine_part,cos(0.158*pi*t*11)
wave_16,sine_part,sin(12*pi*x)*(1.366e-4)
wave_16,cosine_part,cos(0.158*pi*t*12)
wave_16,sine_part,sin(13*pi*x)*(-1.063e-4)
wave_16,cosine_part,cos(0.158*pi*t*13)
wave_16,sine_part,sin(14*pi*x)*(-8.88e-4)
wave_16,cosine_part,cos(0.158*pi*t*14)
wave_16,sine_part,sin(15*pi*x)*(8.499e-4)
wave_16,cosine_part,cos(0.158*pi*t*15)
wave_16,sine_part,sin(16*pi*x)*(1.021e-4)
wave_16,cosine_part,cos(0.158*pi*t*16)
wave_16,combined_mode_wave,(-1.337e-1)*sin(1*pi*x)*cos(0.705*pi*t*1)
wave_16,combined_mode_wave,(8.352e-3)*sin(2*pi*x)*cos(0.705*pi*t*2)
wave_16,combined_mode_wave,(4.557e-4)*sin(3*pi*x)*cos(0.705*pi*t*3)
wave_16,combined_mode_wave,(2.802e-4)*sin(4*pi*x)*cos(0.705*pi*t*4)
wave_16,combined_mode_wave,(2.748e-4)*sin(5*pi*x)*cos(0.705*pi*t*5)
wave_16,combined_mode_wave,(-1.964e-4)*sin(6*pi*x)*cos(0.705*pi*t*6)
wave_16,combined_mode_wave,(-2.361e-4)*sin(7*pi*x)*cos(0.705*pi*t*7)
wave_16,combined_mode_wave,(-2.165e-4)*sin(8*pi*x)*cos(0.705*pi*t*8)
wave_16,combined_mode_wave,(1.464e-4)*sin(9*pi*x)*cos(0.705*pi*t*9)
wave_16,combined_mode_wave,(-1.018e-4)*sin(10*pi*x)*cos(0.705*pi*t*10)
wave_16,combined_mode_wave,(-1.405e-4)*sin(11*pi*x)*cos(0.705*pi*t*11)
wave_16,combined_mode_wave,(1.117e-4)*sin(12*pi*x)*cos(0.705*pi*t*12)
wave_16,combined_mode_wave,(-8.967e-4)*sin(13*pi*x)*cos(0.705*pi*t*13)
wave_16,combined_mode_wave,(9.259e-4)*sin(14*pi*x)*cos(0.705*pi*t*14)
wave_16,combined_mode_wave,(-8.984e-4)*sin(15*pi*x)*cos(0.705*pi*t*15)
wave_16,combined_mode_wave,(6.466e-4)*sin(16*pi*x)*cos(0.705*pi*t*16)
wave_16,combined_mode_wave,(1.236e-1)*sin(1*pi*x)*cos(0.254*pi*t*1)
wave_16,combined_mode_wave,(7.993e-3)*sin(2*pi*x)*cos(0.254*pi*t*2)
wave_16,combined_mode_wave,(3.511e-4)*sin(3*pi*x)*cos(0.254*pi*t*3)
wave_16,combined_mode_wave,(3.1e-4)*sin(4*pi*x)*cos(0.254*pi*t*4)
wave_16,combined_mode_wave,(-2.417e-4)*sin(5*pi*x)*cos(0.254*pi*t*5)
wave_16,combined_mode_wave,(-2.945e-4)*sin(6*pi*x)*cos(0.254*pi*t*6)
wave_16,combined_mode_wave,(-2.299e-4)*sin(7*pi*x)*cos(0.254*pi*t*7)
wave_16,combined_mode_wave,(1.413e-4)*sin(8*pi*x)*cos(0.254*pi*t*8)
wave_16,combined_mode_wave,(1.262e-4)*sin(9*pi*x)*cos(0.254*pi*t*9)
wave_16,combined_mode_wave,(1.114e-4)*sin(10*pi*x)*cos(0.254*pi*t*10)
wave_16,combined_mode_wave,(1.229e-4)*sin(11*pi*x)*cos(0.254*pi*t*11)
wave_16,combined_mode_wave,(9.3e-4)*sin(12*pi*x)*cos(0.254*pi*t*12)
wave_16,combined_mode_wave,(9.653e-4)*sin(13*pi*x)*cos(0.254*pi*t*13)
wave_16,combined_mode_wave,(7.595e-4)*sin(14*pi*x)*cos(0.254*pi*t*14)
wave_16,combined_mode_wave,(8.591e-4)*sin(15*pi*x)*cos(0.254*pi*t*15)
wave_16,combined_mode_wave,(8.072e-4)*sin(16*pi*x)*cos(0.254*pi*t*16)
wave_16,sine_part,sin(2*pi*x)*(-5.304e-3)
wave_16,sine_part,sin(3*pi*x)*(4.893e-4)
wave_16,sine_part,sin(4*pi*x)*(-4.102e-4)
wave_16,sine_part,sin(5*pi*x)*(-2.89e-4)
wave_16,sine_part,sin(6*pi*x)*(-2.632e-4)
wave_16,sine_part,sin(7*pi*x)*(-2.264e-4)
wave_16,sine_part,sin(8*pi*x)*(2.024e-4)
wave_16,sine_part,sin(9*pi*x)*(1.421e-4)
wave_16,sine_part,sin(10*pi*x)*(1.132e-4)
wave_16,sine_part,sin(11*pi*x)*(-1.21e-4)
wave_16,sine_part,sin(14*pi*x)*(-9.617e-4)
wave_16,sine_part,sin(15*pi*x)*(-9.56e-4)
wave_16,sine_part,sin(16*pi*x)*(6.695e-4)
wave_16,combined_mode_wave,(-1.137e-1)*sin(1*pi*x)*cos(0.335*pi*t*1)
wave_16,combined_mode_wave,(-6.146e-3)*sin(2*pi*x)*cos(0.335*pi*t*2)
wave_16,combined_mode_wave,(3.503e-4)*sin(3*pi*x)*cos(0.335*pi*t*3)
wave_16,combined_mode_wave,(-3.535e-4)*sin(4*pi*x)*cos(0.335*pi*t*4)
wave_16,combined_mode_wave,(-3.429e-4)*sin(5*pi*x)*cos(0.335*pi*t*5)
wave_16,combined_mode_wave,(-2.892e-4)*sin(6*pi*x)*cos(0.335*pi*t*6)
wave_16,combined_mode_wave,(2.215e-4)*sin(7*pi*x)*cos(0.335*pi*t*7)
wave_16,combined_mode_wave,(2.19e-4)*sin(8*pi*x)*cos(0.335*pi*t*8)
wave_16,combined_mode_wave,(-1.477e-4)*sin(9*pi*x)*cos(0.335*pi*t*9)
wave_16,combined_mode_wave,(1.289e-4)*sin(10*pi*x)*cos(0.335*pi*t*10)
wave_16,combined_mode_wave,(-1.318e-4)*sin(11*pi*x)*cos(0.335*pi*t*11)
wave_16,combined_mode_wave,(1.287e-4)*sin(12*pi*x)*cos(0.335*pi*t*12)
wave_16,combined_mode_wave,(-1.298e-4)*sin(13*pi*x)*cos(0.335*pi*t*13)
wave_16,combined_mode_wave,(-1.083e-4)*sin(14*pi*x)*cos(0.335*pi*t*14)
wave_16,combined_mode_wave,(8.365e-4)*sin(15*pi*x)*cos(0.335*pi*t*15)
wave_16,combined_mode_wave,(1.014e-4)*sin(16*pi*x)*cos(0.335*pi*t*16)
wave_16,combined_mode_wave,(1.349e-1)*sin(1*pi*x)*cos(0.612*pi*t*1)
wave_16,combined_mode_wave,(6.921e-3)*sin(2*pi*x)*cos(0.612*pi*t*2)
wave_16,combined_mode_wave,(4.169e-4)*sin(3*pi*x)*cos(0.612*pi*t*3)
wave_16,combined_mode_wave,(-3.719e-4)*sin(4*pi*x)*cos(0.612*pi*t*4)
wave_16,combined_mode_wave,(2.734e-4)*sin(5*pi*x)*cos(0.612*pi*t*5)
wave_16,combined_mode_wave,(1.9e-4)*sin(6*pi*x)*cos(0.612*pi*t*6)
wave_16,combined_mode_wave,(-2.295e-4)*sin(7*pi*x)*cos(0.612*pi*t*7)
wave_16,combined_mode_wave,(1.387e-4)*sin(8*pi*x)*cos(0.612*pi*t*8)
wave_16,combined_mode_wave,(-1.66e-4)*sin(9*pi*x)*cos(0.612*pi*t*9)
wave_16,combined_mode_wave,(1.633e-4)*sin(10*pi*x)*cos(0.612*pi*t*10)
